,classes,classes_id,file_name,file_path,audio_length,genre,drums
0,['cel'],[0],008__[cel][nod][cla]0058__1.wav,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__1.wav,2.9999773242630385,cla,False
1,['cel'],[0],008__[cel][nod][cla]0058__2.wav,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__2.wav,2.9999773242630385,cla,False
2,['cel'],[0],008__[cel][nod][cla]0058__3.wav,IRMAS_Training_Data/cel/008__[cel][nod][cla]0058__3.wav,2.9999773242630385,cla,False
3,['cel'],[0],012__[cel][nod][cla]0043__1.wav,IRMAS_Training_Data/cel/012__[cel][nod][cla]0043__1.wav,2.9999773242630385,cla,False
4,['cel'],[0],012__[cel][nod][cla]0043__2.wav,IRMAS_Training_Data/cel/012__[cel][nod][cla]0043__2.wav,2.9999773242630385,cla,False
5,['cel'],[0],012__[cel][nod][cla]0043__3.wav,IRMAS_Training_Data/cel/012__[cel][nod][cla]0043__3.wav,2.9999773242630385,cla,False
6,['cel'],[0],013__[cel][nod][cla]0025__1.wav,IRMAS_Training_Data/cel/013__[cel][nod][cla]0025__1.wav,2.9999773242630385,cla,False
7,['cel'],[0],013__[cel][nod][cla]0025__2.wav,IRMAS_Training_Data/cel/013__[cel][nod][cla]0025__2.wav,2.9999773242630385,cla,False
8,['cel'],[0],013__[cel][nod][cla]0025__3.wav,IRMAS_Training_Data/cel/013__[cel][nod][cla]0025__3.wav,2.9999773242630385,cla,False
9,['cel'],[0],014__[cel][nod][cla]0041__1.wav,IRMAS_Training_Data/cel/014__[cel][nod][cla]0041__1.wav,2.9999773242630385,cla,False
10,['cel'],[0],014__[cel][nod][cla]0041__2.wav,IRMAS_Training_Data/cel/014__[cel][nod][cla]0041__2.wav,2.9999773242630385,cla,False
11,['cel'],[0],014__[cel][nod][cla]0041__3.wav,IRMAS_Training_Data/cel/014__[cel][nod][cla]0041__3.wav,2.9999773242630385,cla,False
12,['cel'],[0],027__[cel][nod][cla]0027__1.wav,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__1.wav,2.9999773242630385,cla,False
13,['cel'],[0],027__[cel][nod][cla]0027__2.wav,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__2.wav,2.9999773242630385,cla,False
14,['cel'],[0],027__[cel][nod][cla]0027__3.wav,IRMAS_Training_Data/cel/027__[cel][nod][cla]0027__3.wav,2.9999773242630385,cla,False
15,['cel'],[0],031__[cel][nod][cla]0020__1.wav,IRMAS_Training_Data/cel/031__[cel][nod][cla]0020__1.wav,2.9999773242630385,cla,False
16,['cel'],[0],031__[cel][nod][cla]0020__2.wav,IRMAS_Training_Data/cel/031__[cel][nod][cla]0020__2.wav,2.9999773242630385,cla,False
17,['cel'],[0],031__[cel][nod][cla]0020__3.wav,IRMAS_Training_Data/cel/031__[cel][nod][cla]0020__3.wav,2.9999773242630385,cla,False
18,['cel'],[0],032__[cel][nod][cla]0033__1.wav,IRMAS_Training_Data/cel/032__[cel][nod][cla]0033__1.wav,2.9999773242630385,cla,False
19,['cel'],[0],032__[cel][nod][cla]0033__2.wav,IRMAS_Training_Data/cel/032__[cel][nod][cla]0033__2.wav,2.9999773242630385,cla,False
20,['cel'],[0],032__[cel][nod][cla]0033__3.wav,IRMAS_Training_Data/cel/032__[cel][nod][cla]0033__3.wav,2.9999773242630385,cla,False
21,['cel'],[0],033__[cel][nod][cla]0031__1.wav,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__1.wav,2.9999773242630385,cla,False
22,['cel'],[0],033__[cel][nod][cla]0031__2.wav,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__2.wav,2.9999773242630385,cla,False
23,['cel'],[0],033__[cel][nod][cla]0031__3.wav,IRMAS_Training_Data/cel/033__[cel][nod][cla]0031__3.wav,2.9999773242630385,cla,False
24,['cel'],[0],038__[cel][nod][cla]0039__1.wav,IRMAS_Training_Data/cel/038__[cel][nod][cla]0039__1.wav,2.9999773242630385,cla,False
25,['cel'],[0],038__[cel][nod][cla]0039__2.wav,IRMAS_Training_Data/cel/038__[cel][nod][cla]0039__2.wav,2.9999773242630385,cla,False
26,['cel'],[0],038__[cel][nod][cla]0039__3.wav,IRMAS_Training_Data/cel/038__[cel][nod][cla]0039__3.wav,2.9999773242630385,cla,False
27,['cel'],[0],041__[cel][nod][cla]0023__1.wav,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__1.wav,2.9999773242630385,cla,False
28,['cel'],[0],041__[cel][nod][cla]0023__2.wav,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__2.wav,2.9999773242630385,cla,False
29,['cel'],[0],041__[cel][nod][cla]0023__3.wav,IRMAS_Training_Data/cel/041__[cel][nod][cla]0023__3.wav,2.9999773242630385,cla,False
30,['cel'],[0],042__[cel][nod][cla]0042__1.wav,IRMAS_Training_Data/cel/042__[cel][nod][cla]0042__1.wav,2.9999773242630385,cla,False
31,['cel'],[0],042__[cel][nod][cla]0042__2.wav,IRMAS_Training_Data/cel/042__[cel][nod][cla]0042__2.wav,2.9999773242630385,cla,False
32,['cel'],[0],042__[cel][nod][cla]0042__3.wav,IRMAS_Training_Data/cel/042__[cel][nod][cla]0042__3.wav,2.9999773242630385,cla,False
33,['cel'],[0],043__[cel][nod][cla]0029__1.wav,IRMAS_Training_Data/cel/043__[cel][nod][cla]0029__1.wav,2.9999773242630385,cla,False
34,['cel'],[0],043__[cel][nod][cla]0029__2.wav,IRMAS_Training_Data/cel/043__[cel][nod][cla]0029__2.wav,2.9999773242630385,cla,False
35,['cel'],[0],043__[cel][nod][cla]0029__3.wav,IRMAS_Training_Data/cel/043__[cel][nod][cla]0029__3.wav,2.9999773242630385,cla,False
36,['cel'],[0],046__[cel][nod][cla]0034__1.wav,IRMAS_Training_Data/cel/046__[cel][nod][cla]0034__1.wav,2.9999773242630385,cla,False
37,['cel'],[0],046__[cel][nod][cla]0034__2.wav,IRMAS_Training_Data/cel/046__[cel][nod][cla]0034__2.wav,2.9999773242630385,cla,False
38,['cel'],[0],046__[cel][nod][cla]0034__3.wav,IRMAS_Training_Data/cel/046__[cel][nod][cla]0034__3.wav,2.9999773242630385,cla,False
39,['cel'],[0],048__[cel][nod][cla]0022__1.wav,IRMAS_Training_Data/cel/048__[cel][nod][cla]0022__1.wav,2.9999773242630385,cla,False
40,['cel'],[0],048__[cel][nod][cla]0022__2.wav,IRMAS_Training_Data/cel/048__[cel][nod][cla]0022__2.wav,2.9999773242630385,cla,False
41,['cel'],[0],048__[cel][nod][cla]0022__3.wav,IRMAS_Training_Data/cel/048__[cel][nod][cla]0022__3.wav,2.9999773242630385,cla,False
42,['cel'],[0],056__[cel][nod][cla]0038__1.wav,IRMAS_Training_Data/cel/056__[cel][nod][cla]0038__1.wav,2.9999773242630385,cla,False
43,['cel'],[0],056__[cel][nod][cla]0038__2.wav,IRMAS_Training_Data/cel/056__[cel][nod][cla]0038__2.wav,2.9999773242630385,cla,False
44,['cel'],[0],056__[cel][nod][cla]0038__3.wav,IRMAS_Training_Data/cel/056__[cel][nod][cla]0038__3.wav,2.9999773242630385,cla,False
45,['cel'],[0],057__[cel][nod][cla]0036__1.wav,IRMAS_Training_Data/cel/057__[cel][nod][cla]0036__1.wav,2.9999773242630385,cla,False
46,['cel'],[0],057__[cel][nod][cla]0036__2.wav,IRMAS_Training_Data/cel/057__[cel][nod][cla]0036__2.wav,2.9999773242630385,cla,False
47,['cel'],[0],057__[cel][nod][cla]0036__3.wav,IRMAS_Training_Data/cel/057__[cel][nod][cla]0036__3.wav,2.9999773242630385,cla,False
48,['cel'],[0],060__[cel][nod][cla]0045__1.wav,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__1.wav,2.9999773242630385,cla,False
49,['cel'],[0],060__[cel][nod][cla]0045__2.wav,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__2.wav,2.9999773242630385,cla,False
50,['cel'],[0],060__[cel][nod][cla]0045__3.wav,IRMAS_Training_Data/cel/060__[cel][nod][cla]0045__3.wav,2.9999773242630385,cla,False
51,['cel'],[0],061__[cel][nod][cla]0032__1.wav,IRMAS_Training_Data/cel/061__[cel][nod][cla]0032__1.wav,2.9999773242630385,cla,False
52,['cel'],[0],061__[cel][nod][cla]0032__2.wav,IRMAS_Training_Data/cel/061__[cel][nod][cla]0032__2.wav,2.9999773242630385,cla,False
53,['cel'],[0],061__[cel][nod][cla]0032__3.wav,IRMAS_Training_Data/cel/061__[cel][nod][cla]0032__3.wav,2.9999773242630385,cla,False
54,['cel'],[0],065__[cel][nod][cla]0059__1.wav,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__1.wav,2.9999773242630385,cla,False
55,['cel'],[0],065__[cel][nod][cla]0059__2.wav,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__2.wav,2.9999773242630385,cla,False
56,['cel'],[0],065__[cel][nod][cla]0059__3.wav,IRMAS_Training_Data/cel/065__[cel][nod][cla]0059__3.wav,2.9999773242630385,cla,False
57,['cel'],[0],071__[cel][nod][cla]0053__1.wav,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__1.wav,2.9999773242630385,cla,False
58,['cel'],[0],071__[cel][nod][cla]0053__2.wav,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__2.wav,2.9999773242630385,cla,False
59,['cel'],[0],071__[cel][nod][cla]0053__3.wav,IRMAS_Training_Data/cel/071__[cel][nod][cla]0053__3.wav,2.9999773242630385,cla,False
60,['cel'],[0],074__[cel][nod][cla]0037__1.wav,IRMAS_Training_Data/cel/074__[cel][nod][cla]0037__1.wav,2.9999773242630385,cla,False
61,['cel'],[0],074__[cel][nod][cla]0037__2.wav,IRMAS_Training_Data/cel/074__[cel][nod][cla]0037__2.wav,2.9999773242630385,cla,False
62,['cel'],[0],074__[cel][nod][cla]0037__3.wav,IRMAS_Training_Data/cel/074__[cel][nod][cla]0037__3.wav,2.9999773242630385,cla,False
63,['cel'],[0],075__[cel][nod][cla]0021__1.wav,IRMAS_Training_Data/cel/075__[cel][nod][cla]0021__1.wav,2.9999773242630385,cla,False
64,['cel'],[0],075__[cel][nod][cla]0021__2.wav,IRMAS_Training_Data/cel/075__[cel][nod][cla]0021__2.wav,2.9999773242630385,cla,False
65,['cel'],[0],075__[cel][nod][cla]0021__3.wav,IRMAS_Training_Data/cel/075__[cel][nod][cla]0021__3.wav,2.9999773242630385,cla,False
66,['cel'],[0],078__[cel][nod][cla]0052__1.wav,IRMAS_Training_Data/cel/078__[cel][nod][cla]0052__1.wav,2.9999773242630385,cla,False
67,['cel'],[0],078__[cel][nod][cla]0052__2.wav,IRMAS_Training_Data/cel/078__[cel][nod][cla]0052__2.wav,2.9999773242630385,cla,False
68,['cel'],[0],078__[cel][nod][cla]0052__3.wav,IRMAS_Training_Data/cel/078__[cel][nod][cla]0052__3.wav,2.9999773242630385,cla,False
69,['cel'],[0],082__[cel][nod][cla]0035__1.wav,IRMAS_Training_Data/cel/082__[cel][nod][cla]0035__1.wav,2.9999773242630385,cla,False
70,['cel'],[0],082__[cel][nod][cla]0035__2.wav,IRMAS_Training_Data/cel/082__[cel][nod][cla]0035__2.wav,2.9999773242630385,cla,False
71,['cel'],[0],082__[cel][nod][cla]0035__3.wav,IRMAS_Training_Data/cel/082__[cel][nod][cla]0035__3.wav,2.9999773242630385,cla,False
72,['cel'],[0],083__[cel][nod][cla]0056__1.wav,IRMAS_Training_Data/cel/083__[cel][nod][cla]0056__1.wav,2.9999773242630385,cla,False
73,['cel'],[0],083__[cel][nod][cla]0056__2.wav,IRMAS_Training_Data/cel/083__[cel][nod][cla]0056__2.wav,2.9999773242630385,cla,False
74,['cel'],[0],083__[cel][nod][cla]0056__3.wav,IRMAS_Training_Data/cel/083__[cel][nod][cla]0056__3.wav,2.9999773242630385,cla,False
75,['cel'],[0],088__[cel][nod][cla]0044__1.wav,IRMAS_Training_Data/cel/088__[cel][nod][cla]0044__1.wav,2.9999773242630385,cla,False
76,['cel'],[0],088__[cel][nod][cla]0044__2.wav,IRMAS_Training_Data/cel/088__[cel][nod][cla]0044__2.wav,2.9999773242630385,cla,False
77,['cel'],[0],088__[cel][nod][cla]0044__3.wav,IRMAS_Training_Data/cel/088__[cel][nod][cla]0044__3.wav,2.9999773242630385,cla,False
78,['cel'],[0],089__[cel][nod][cla]0026__1.wav,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__1.wav,2.9999773242630385,cla,False
79,['cel'],[0],089__[cel][nod][cla]0026__2.wav,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__2.wav,2.9999773242630385,cla,False
80,['cel'],[0],089__[cel][nod][cla]0026__3.wav,IRMAS_Training_Data/cel/089__[cel][nod][cla]0026__3.wav,2.9999773242630385,cla,False
81,['cel'],[0],090__[cel][nod][cla]0024__1.wav,IRMAS_Training_Data/cel/090__[cel][nod][cla]0024__1.wav,2.9999773242630385,cla,False
82,['cel'],[0],090__[cel][nod][cla]0024__2.wav,IRMAS_Training_Data/cel/090__[cel][nod][cla]0024__2.wav,2.9999773242630385,cla,False
83,['cel'],[0],090__[cel][nod][cla]0024__3.wav,IRMAS_Training_Data/cel/090__[cel][nod][cla]0024__3.wav,2.9999773242630385,cla,False
84,['cel'],[0],101__[cel][nod][cla]0054__1.wav,IRMAS_Training_Data/cel/101__[cel][nod][cla]0054__1.wav,2.9999773242630385,cla,False
85,['cel'],[0],101__[cel][nod][cla]0054__2.wav,IRMAS_Training_Data/cel/101__[cel][nod][cla]0054__2.wav,2.9999773242630385,cla,False
86,['cel'],[0],101__[cel][nod][cla]0054__3.wav,IRMAS_Training_Data/cel/101__[cel][nod][cla]0054__3.wav,2.9999773242630385,cla,False
87,['cel'],[0],106__[cel][nod][cla]0028__1.wav,IRMAS_Training_Data/cel/106__[cel][nod][cla]0028__1.wav,2.9999773242630385,cla,False
88,['cel'],[0],106__[cel][nod][cla]0028__2.wav,IRMAS_Training_Data/cel/106__[cel][nod][cla]0028__2.wav,2.9999773242630385,cla,False
89,['cel'],[0],106__[cel][nod][cla]0028__3.wav,IRMAS_Training_Data/cel/106__[cel][nod][cla]0028__3.wav,2.9999773242630385,cla,False
90,['cel'],[0],114__[cel][nod][cla]0049__1.wav,IRMAS_Training_Data/cel/114__[cel][nod][cla]0049__1.wav,2.9999773242630385,cla,False
91,['cel'],[0],114__[cel][nod][cla]0049__2.wav,IRMAS_Training_Data/cel/114__[cel][nod][cla]0049__2.wav,2.9999773242630385,cla,False
92,['cel'],[0],114__[cel][nod][cla]0049__3.wav,IRMAS_Training_Data/cel/114__[cel][nod][cla]0049__3.wav,2.9999773242630385,cla,False
93,['cel'],[0],115__[cel][nod][cla]0055__1.wav,IRMAS_Training_Data/cel/115__[cel][nod][cla]0055__1.wav,2.9999773242630385,cla,False
94,['cel'],[0],115__[cel][nod][cla]0055__2.wav,IRMAS_Training_Data/cel/115__[cel][nod][cla]0055__2.wav,2.9999773242630385,cla,False
95,['cel'],[0],115__[cel][nod][cla]0055__3.wav,IRMAS_Training_Data/cel/115__[cel][nod][cla]0055__3.wav,2.9999773242630385,cla,False
96,['cel'],[0],117__[cel][nod][cla]0050__1.wav,IRMAS_Training_Data/cel/117__[cel][nod][cla]0050__1.wav,2.9999773242630385,cla,False
97,['cel'],[0],117__[cel][nod][cla]0050__2.wav,IRMAS_Training_Data/cel/117__[cel][nod][cla]0050__2.wav,2.9999773242630385,cla,False
98,['cel'],[0],117__[cel][nod][cla]0050__3.wav,IRMAS_Training_Data/cel/117__[cel][nod][cla]0050__3.wav,2.9999773242630385,cla,False
99,['cel'],[0],119__[cel][nod][cla]0057__1.wav,IRMAS_Training_Data/cel/119__[cel][nod][cla]0057__1.wav,2.9999773242630385,cla,False
100,['cel'],[0],119__[cel][nod][cla]0057__2.wav,IRMAS_Training_Data/cel/119__[cel][nod][cla]0057__2.wav,2.9999773242630385,cla,False
101,['cel'],[0],119__[cel][nod][cla]0057__3.wav,IRMAS_Training_Data/cel/119__[cel][nod][cla]0057__3.wav,2.9999773242630385,cla,False
102,['cel'],[0],120__[cel][nod][cla]0030__1.wav,IRMAS_Training_Data/cel/120__[cel][nod][cla]0030__1.wav,2.9999773242630385,cla,False
103,['cel'],[0],120__[cel][nod][cla]0030__2.wav,IRMAS_Training_Data/cel/120__[cel][nod][cla]0030__2.wav,2.9999773242630385,cla,False
104,['cel'],[0],120__[cel][nod][cla]0030__3.wav,IRMAS_Training_Data/cel/120__[cel][nod][cla]0030__3.wav,2.9999773242630385,cla,False
105,['cel'],[0],125__[cel][nod][cla]0046__1.wav,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__1.wav,2.9999773242630385,cla,False
106,['cel'],[0],125__[cel][nod][cla]0046__2.wav,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__2.wav,2.9999773242630385,cla,False
107,['cel'],[0],125__[cel][nod][cla]0046__3.wav,IRMAS_Training_Data/cel/125__[cel][nod][cla]0046__3.wav,2.9999773242630385,cla,False
